source	id	status	jp_byte_len	jp	ko	tokens
constmsg.dat	2308	untranslated	8	統師本部		
constmsg.dat	2309	untranslated	6	内閣府		
constmsg.dat	2310	translated	10	警戒ロビー	경계 로비	
constmsg.dat	2311	translated	10	自由ロビー	자유 로비	
constmsg.dat	2312	untranslated	6	会議室		
constmsg.dat	2313	untranslated	4	広場		
constmsg.dat	2314	untranslated	4	公園		
constmsg.dat	2315	untranslated	16	航路管理センター		
constmsg.dat	2316	untranslated	8	旗艦桟橋		
constmsg.dat	2317	untranslated	12	管理センター		
constmsg.dat	2318	untranslated	10	防空司令部		
constmsg.dat	2319	untranslated	10	士官クラブ		
constmsg.dat	2320	untranslated	14	高級士官クラブ		
constmsg.dat	2321	untranslated	4	酒場		
constmsg.dat	2322	untranslated	4	自宅		
constmsg.dat	2323	untranslated	4	居室		
constmsg.dat	2324	untranslated	6	大広間		
constmsg.dat	2325	untranslated	4	猟場		
constmsg.dat	2326	untranslated	4	教室		
constmsg.dat	2327	untranslated	22	シミュレーションルーム		
constmsg.dat	2328	untranslated	6	拘禁室		
constmsg.dat	2329	untranslated	10	黒真珠の間		
constmsg.dat	2330	untranslated	4	寝室		
constmsg.dat	2331	untranslated	4	受付		
constmsg.dat	2332	untranslated	10	皇帝執務室		
constmsg.dat	2333	untranslated	22	帝国軍最高司令官執務室		
constmsg.dat	2334	untranslated	14	幕僚総監執務室		
constmsg.dat	2335	untranslated	16	大本営参謀執務室		
constmsg.dat	2336	untranslated	14	帝国宰相執務室		
constmsg.dat	2337	untranslated	14	国務尚書執務室		
constmsg.dat	2338	untranslated	14	内務尚書執務室		
constmsg.dat	2339	untranslated	14	財務尚書執務室		
constmsg.dat	2340	untranslated	14	宮内尚書執務室		
constmsg.dat	2341	untranslated	14	司法尚書執務室		
constmsg.dat	2342	untranslated	14	典礼尚書執務室		
constmsg.dat	2343	untranslated	14	科学尚書執務室		
constmsg.dat	2344	untranslated	18	内閣書記官長執務室		
constmsg.dat	2345	untranslated	30	フェザーン駐在高等弁務官執務室		
constmsg.dat	2346	untranslated	26	フェザーン駐在補佐官執務室		
constmsg.dat	2347	untranslated	24	フェザーン駐在武官執務室		
constmsg.dat	2348	untranslated	14	軍務尚書執務室		
constmsg.dat	2349	untranslated	16	軍務省次官執務室		
constmsg.dat	2350	untranslated	20	軍務省人事局長執務室		
constmsg.dat	2351	untranslated	20	軍務省調査局長執務室		
constmsg.dat	2352	untranslated	18	軍務省参事官執務室		
constmsg.dat	2353	untranslated	18	統帥本部総長執務室		
constmsg.dat	2354	untranslated	18	統帥本部次長執務室		
constmsg.dat	2355	untranslated	26	統帥本部作戦一課課長執務室		
constmsg.dat	2356	untranslated	26	統帥本部作戦二課課長執務室		
constmsg.dat	2357	untranslated	26	統帥本部作戦三課課長執務室		
constmsg.dat	2358	untranslated	20	統帥本部監察官執務室		
constmsg.dat	2359	untranslated	22	宇宙艦隊司令長官執務室		
constmsg.dat	2360	untranslated	24	宇宙艦隊副司令長官執務室		
constmsg.dat	2361	untranslated	22	宇宙艦隊総参謀長執務室		
constmsg.dat	2362	untranslated	18	宇宙艦隊参謀執務室		
constmsg.dat	2363	untranslated	14	憲兵総監執務室		
constmsg.dat	2364	untranslated	16	憲兵副総監執務室		
constmsg.dat	2365	untranslated	20	装甲擲弾兵総監執務室		
constmsg.dat	2366	untranslated	22	装甲擲弾兵副総監執務室		
constmsg.dat	2367	untranslated	18	科学技術総監執務室		
constmsg.dat	2368	untranslated	16	士官学校長執務室		
constmsg.dat	2369	untranslated	18	士官学校教官執務室		
constmsg.dat	2370	untranslated	16	要塞司令官執務室		
constmsg.dat	2371	untranslated	22	要塞守備隊指揮官執務室		
constmsg.dat	2372	untranslated	18	要塞事務総監執務室		
constmsg.dat	2373	untranslated	14	惑星総督執務室		
constmsg.dat	2374	untranslated	22	惑星守備隊指揮官執務室		
constmsg.dat	2375	untranslated	20	帝都防衛司令官執務室		
constmsg.dat	2376	untranslated	16	近衛兵総監執務室		
constmsg.dat	2377	untranslated	10	議長執務室		
constmsg.dat	2378	untranslated	12	副議長執務室		
constmsg.dat	2379	untranslated	16	国務委員長執務室		
constmsg.dat	2380	untranslated	16	国防委員長執務室		
constmsg.dat	2381	untranslated	16	財政委員長執務室		
constmsg.dat	2382	untranslated	18	法秩序委員長執務室		
constmsg.dat	2383	untranslated	20	天然資源委員長執務室		
constmsg.dat	2384	untranslated	20	人的資源委員長執務室		
constmsg.dat	2385	untranslated	20	経済開発委員長執務室		
constmsg.dat	2386	untranslated	24	地域社会開発委員長執務室		
constmsg.dat	2387	untranslated	20	情報交通委員長執務室		
constmsg.dat	2388	untranslated	10	書記執務室		
constmsg.dat	2389	untranslated	20	統合作戦本部長執務室		
constmsg.dat	2390	untranslated	26	統合作戦本部第一次長執務室		
constmsg.dat	2391	untranslated	26	統合作戦本部第二次長執務室		
constmsg.dat	2392	untranslated	26	統合作戦本部第三次長執務室		
constmsg.dat	2393	untranslated	24	統合作戦本部参事官執務室		
constmsg.dat	2394	untranslated	18	陸戦総監部長執務室		
constmsg.dat	2395	untranslated	20	後方勤務本部長執務室		
constmsg.dat	2396	untranslated	22	後方勤務本部次長執務室		
constmsg.dat	2397	untranslated	24	後方勤務本部参事官執務室		
constmsg.dat	2398	untranslated	20	科学技術本部長執務室		
constmsg.dat	2399	untranslated	16	憲兵司令官執務室		
constmsg.dat	2400	untranslated	14	査閲部長執務室		
constmsg.dat	2401	untranslated	14	戦略部長執務室		
constmsg.dat	2402	untranslated	14	人事部長執務室		
constmsg.dat	2403	untranslated	14	防衛部長執務室		
constmsg.dat	2404	untranslated	14	情報部長執務室		
constmsg.dat	2405	untranslated	14	通信部長執務室		
constmsg.dat	2406	untranslated	14	装備部長執務室		
constmsg.dat	2407	untranslated	14	施設部長執務室		
constmsg.dat	2408	untranslated	14	経理部長執務室		
constmsg.dat	2409	untranslated	14	教育部長執務室		
constmsg.dat	2410	untranslated	14	衛星部長執務室		
constmsg.dat	2411	untranslated	10	知事執務室		
constmsg.dat	2412	untranslated	16	首都司政官執務室		
constmsg.dat	2413	untranslated	20	首都防衛指揮官執務室		
constmsg.dat	2414	untranslated	14	自治領主執務室		
constmsg.dat	2415	untranslated	4	閉鎖		
constmsg.dat	2416	untranslated	4	自由		
constmsg.dat	2417	untranslated	4	制限		
constmsg.dat	2418	untranslated	8	階級限定		
constmsg.dat	2419	untranslated	4	警戒		
constmsg.dat	2420	untranslated	4	建設		
constmsg.dat	2421	untranslated	4	休止		
constmsg.dat	2422	untranslated	4	稼動		
constmsg.dat	2423	translated	22	サーバーに接続します。	서버에 접속합니다.	
constmsg.dat	2424	translated	34	IDとパスワードを入力してください。	ID와 비밀번호를 입력하세요.	
constmsg.dat	2425	translated	2	ID	ID	
constmsg.dat	2426	translated	10	パスワード	비밀번호	
constmsg.dat	2427	translated	8	ログイン	로그인	
constmsg.dat	2428	translated	4	終了	종료	
constmsg.dat	2429	translated	10	ゲーム開始	게임 시작	
constmsg.dat	2430	translated	20	新キャラクターの作成	새 캐릭터 작성	
constmsg.dat	2431	translated	26	オリジナルキャラクター抽選	오리지널 캐릭터 추첨	
constmsg.dat	2432	translated	16	キャラクター削除	캐릭터 삭제	
constmsg.dat	2433	translated	16	セッションの変更	세션 변경	
constmsg.dat	2434	translated	8	環境設定	환경 설정	
constmsg.dat	2435	translated	10	クレジット	크레딧	
constmsg.dat	2436	translated	10	ゲーム終了	게임 종료	
constmsg.dat	2437	translated	22	サーバーからのお知らせ	서버 공지	
constmsg.dat	2438	translated	40	ログインするキャラクターを選んで下さい。	로그인할 캐릭터를 선택하세요.	
constmsg.dat	2439	untranslated	48	セッション変更をするキャラクターを選んで下さい。		
constmsg.dat	2440	untranslated	36	削除するキャラクターを選んで下さい。		
constmsg.dat	2441	untranslated	106	移動を行うと、爵位、功績、ライバル、特別戦功メダル、参謀記章がリセットされ、特殊能力を失う場合があります。		
constmsg.dat	2442	untranslated	22	注意して行って下さい。		
constmsg.dat	2443	translated	4	戻る	뒤로	
constmsg.dat	2444	translated	22	キャラクターがいません	캐릭터가 없습니다	
constmsg.dat	2445	untranslated	2	歳		
constmsg.dat	2446	untranslated	4	統率		
constmsg.dat	2447	untranslated	4	政治		
constmsg.dat	2448	untranslated	4	運営		
constmsg.dat	2449	untranslated	4	情報		
constmsg.dat	2450	untranslated	4	指揮		
constmsg.dat	2451	untranslated	4	機動		
constmsg.dat	2452	untranslated	4	攻撃		
constmsg.dat	2453	untranslated	4	防御		
constmsg.dat	2454	untranslated	8	環境設定		
constmsg.dat	2455	untranslated	10	画面解像度		
constmsg.dat	2456	untranslated	16	テクスチャー品質		
constmsg.dat	2457	untranslated	10	モデル品質		
constmsg.dat	2458	untranslated	4	艦船		
constmsg.dat	2459	untranslated	4	背景		
constmsg.dat	2460	untranslated	10	エフェクト		
constmsg.dat	2461	untranslated	16	エフェクトレベル		
constmsg.dat	2462	untranslated	4	予備		
constmsg.dat	2463	untranslated	10	変更を適用		
constmsg.dat	2464	untranslated	4	戻る		
constmsg.dat	2465	translated	28	を削除してもよろしいですか？	를 삭제하시겠습니까?	
constmsg.dat	2466	untranslated	34	の使用を中止してもよろしいですか？		
constmsg.dat	2467	untranslated	56	オリジナルキャラクターの抽選を中止してもよろしいですか？		
constmsg.dat	2468	translated	28	オリジナルキャラクター抽選中	오리지널 캐릭터 추첨 중	
constmsg.dat	2469	untranslated	36	プレイするセッションを選んで下さい。		
constmsg.dat	2470	untranslated	64	このセッションでは以下のキャラクターをプレイすることが出来ます。		
constmsg.dat	2471	translated	28	オリジナルキャラクターを選ぶ	오리지널 캐릭터 선택	
constmsg.dat	2472	untranslated	12	あなたの名声		
constmsg.dat	2473	untranslated	28	所属する勢力を選んで下さい。		
constmsg.dat	2474	untranslated	8	銀河帝国		
constmsg.dat	2475	untranslated	12	自由惑星同盟		
constmsg.dat	2476	untranslated	4	次へ		
constmsg.dat	2477	untranslated	26	出身タイプを選んで下さい。		
constmsg.dat	2478	untranslated	4	貴族		
constmsg.dat	2479	untranslated	8	帝国騎士		
constmsg.dat	2480	untranslated	4	平民		
constmsg.dat	2481	untranslated	6	亡命者		
constmsg.dat	2482	untranslated	20	性別を選んで下さい。		
constmsg.dat	2483	untranslated	2	男		
constmsg.dat	2484	untranslated	2	女		
constmsg.dat	2485	translated	22	名前を入力して下さい。	이름을 입력하세요.	
constmsg.dat	2486	untranslated	40	全角カタカナ12文字以内で入力して下さい。		
constmsg.dat	2487	untranslated	50	すでにゲーム中で使用されている姓は使用できません。		
constmsg.dat	2488	untranslated	40	その姓はすでにゲーム中で使われています。		
constmsg.dat	2489	untranslated	24	別の姓を入力して下さい。		
constmsg.dat	2490	untranslated	30	年齢と誕生日を入力して下さい。		
constmsg.dat	2491	untranslated	4	年齢		
constmsg.dat	2492	untranslated	2	月		
constmsg.dat	2493	untranslated	2	日		
constmsg.dat	2494	untranslated	26	顔イメージを選んで下さい。		
constmsg.dat	2495	untranslated	6	前候補		
constmsg.dat	2496	untranslated	6	後候補		
constmsg.dat	2497	translated	4	決定	결정	
constmsg.dat	2498	untranslated	44	能力値にボーナスポイントを割り振って下さい。		
constmsg.dat	2499	untranslated	20	残りボーナスポイント		
constmsg.dat	2500	untranslated	34	あなたは以下の特殊能力を得ました。		
constmsg.dat	2501	untranslated	30	あなたは以下の爵位を得ました。		
constmsg.dat	2502	untranslated	8	あなたは		
constmsg.dat	2503	untranslated	48	に任じられ、旗艦として以下の艦を配備されました。		
constmsg.dat	2504	untranslated	30	この艦の艦名を入力して下さい。		
constmsg.dat	2505	untranslated	32	このキャラクターを登録しますか。		
constmsg.dat	2506	translated	8	登録する	등록	
constmsg.dat	2507	translated	10	登録しない	취소	
constmsg.dat	2508	untranslated	68	登録を行わないと作成したキャラクターは削除されます。よろしいですか？		
constmsg.dat	2509	untranslated	4	中止		
constmsg.dat	2510	untranslated	2	姓		
constmsg.dat	2511	untranslated	2	名		
constmsg.dat	2512	untranslated	36	姓は主なゲーム中の表示名になります。		
constmsg.dat	2513	untranslated	6	誕生日		
constmsg.dat	2514	untranslated	4	基準		
constmsg.dat	2515	untranslated	4	加算		
constmsg.dat	2516	untranslated	4	合計		
constmsg.dat	2517	untranslated	6	旗艦名		
constmsg.dat	2518	untranslated	4	警告		
constmsg.dat	2519	untranslated	4	完了		
constmsg.dat	2520	translated	4	失敗	실패	
constmsg.dat	2521	translated	20	選択可能セッション数	선택 가능 세션 수	
constmsg.dat	2522	untranslated	4	10個		
constmsg.dat	2523	untranslated	6	データ		
constmsg.dat	2524	untranslated	2	人		
constmsg.dat	2525	untranslated	4	拠点		
constmsg.dat	2526	untranslated	8	経過時間		
constmsg.dat	2527	untranslated	44	抽選に参加できるキャラクターが存在しません。		
constmsg.dat	2528	untranslated	32	抽選に参加してもよろしいですか？		
constmsg.dat	2529	untranslated	8	第一候補		
constmsg.dat	2530	untranslated	8	第二候補		
constmsg.dat	2531	untranslated	8	第三候補		
constmsg.dat	2532	untranslated	8	第四候補		
constmsg.dat	2533	untranslated	8	第五候補		
constmsg.dat	2534	untranslated	4	削除		
constmsg.dat	2535	translated	4	名前	이름	
constmsg.dat	2536	untranslated	4	名声		
constmsg.dat	2537	untranslated	16	白字：当選確率高		
constmsg.dat	2538	untranslated	16	黄字：当選確率中		
constmsg.dat	2539	untranslated	16	赤字：当選確率低		
constmsg.dat	2540	untranslated	4	階級		
constmsg.dat	2541	translated	22	プレイ可能キャラクター	플레이 가능 캐릭터	
constmsg.dat	2542	untranslated	40	オリジナルキャラクターの選択は抽選です。		
constmsg.dat	2543	untranslated	4	所属		
constmsg.dat	2544	untranslated	12	送信ボックス		
constmsg.dat	2545	untranslated	12	受信ボックス		
constmsg.dat	2546	untranslated	4	未読		
constmsg.dat	2547	untranslated	4	既読		
constmsg.dat	2548	untranslated	4	承認		
constmsg.dat	2549	untranslated	4	拒否		
constmsg.dat	2550	untranslated	4	拒絶		
constmsg.dat	2551	untranslated	4	提案		
constmsg.dat	2552	untranslated	4	命令		
constmsg.dat	2553	untranslated	4	艦隊		
constmsg.dat	2554	untranslated	8	輸送艦隊		
constmsg.dat	2555	untranslated	6	巡察隊		
constmsg.dat	2556	untranslated	8	地上部隊		
constmsg.dat	2557	untranslated	6	守備隊		
constmsg.dat	2558	untranslated	268	SS75型標準戦艦。強力な中性子ビーム砲とレーザー水爆ミサイル発射システムを主兵装とする宇宙艦隊の主力艦。艦隊戦・空戦・地上攻撃に対応可能な万能艦として、これ以降に設計された艦艇のデザインに大きな影響を与えた。現在ではやや旧式となった設計だが、艦体の堅牢性には定評がある。		
constmsg.dat	2559	untranslated	362	PK86型標準高速戦艦。戦艦の打撃力と巡航艦に匹敵する高速航行能力を有する主力艦である。艦首主砲を中性子ビーム砲とし、その余剰容積を高出力機関に振り分けたもの。機動遊撃兵力または前進部隊の中核として、各艦隊に一定数ずつ配備されている。運用側からは好意的に受け入れられているが、巨大な機関部は重量軽減のため一部非装甲となっており、直接的防御性能に難点が指摘されている。		
constmsg.dat	2560	untranslated	194	SK80型標準巡航艦。中性子パルス砲および中性子ミサイル発射システムを主兵装とする中型艦。高速発揮可能な航行性能と戦艦に準ずる重武装・重装甲・戦闘艇搭載能力によって、幅広い作戦遂行能力能力を有する。		
constmsg.dat	2561	untranslated	225	Z82型標準駆逐艦。劣化ウラニウム弾頭を短射程で発射するレールガンを主兵装とした高速艦であり、至近距離では極めて高い攻撃能力を持つ。防御は軽微である。小型艦ながら戦闘艇を搭載しており、複合的な戦闘能力を発揮することが可能である。		
constmsg.dat	2562	untranslated	129	A78型標準揚陸艦。ただし、外見上は同一であるが、旗艦として使用されている艦は高性能の通信設備モジュールを搭載した揚陸指揮艦である。		
constmsg.dat	2563	untranslated	186	K86型高速艇。Z82型標準駆逐艦に匹敵する船体に高出力推進機関を搭載しており、長距離の連絡任務や要人の移動に使用される。自衛用として小型のレールガンと隠顕式中性子ミサイル発射システムを装備。		
constmsg.dat	2564	untranslated	277	帝国暦476年から建造開始されたGIS12“ハウプシュタット”級艦隊旗艦。ビーム砲戦を重視した設計であり、SS475型標準戦艦の３倍の正面投射火力を有する。現在では旧式艦の部類に属するが、大艦隊を指揮可能な指揮・通信機能を有しており、上級指揮官または大貴族の旗艦として多数が現用されている。		
constmsg.dat	2565	untranslated	218	帝国暦475年から建造開始されたGIS11“ローテンブルグ”級艦隊旗艦。艦体上部構造物を増設し、艦首中性子ビーム砲・通信機能設備等を増強したもの。やや旧式の設計であるが、多数の艦がアップデート工事を施されて現役に止まっている。		
constmsg.dat	2566	untranslated	369	帝国暦485年から建造開始されたGIS13“ブリュンヒルト”級艦隊旗艦。皇族専用艦を建造する“帝国中央技術工廠”において建造された高性能艦であり、動力炉・電子戦装置・推進機関および防御シールドは設計時に使用可能であった最高水準のものとなっている。また、艦首の主兵装である中性子ビーム砲は隠顕式砲塔として装備され、広い射界を有する。485年以降の新型旗艦設計のメルクマールとなった。		
constmsg.dat	2567	untranslated	278	帝国暦486年から建造開始されたGIS14“バルバロッサ”級艦隊旗艦。電子的索敵機能を重視した設計であり、艦体下部に集中して長距離センサーを装備している。また、高出力の推進機関を有し、高速航行が可能である。ただし、その技巧的な設計が建造費の高騰を招いたため、極少数しか建造されていない。		
constmsg.dat	2568	untranslated	400	帝国暦486年から建造開始されたGIS15“クヴァシル”級艦隊旗艦。本艦型は帝国軍の新設計された艦隊旗艦中では最も小型であり、その基本的設計思想はSK80型標準巡航艦に通ずるものがある。大艦隊の偵察部隊旗艦としての運用を想定し、新型の電子索敵機器と指揮通信設備を装備している。一方で、徹底した簡易構造のため被弾した場合の生存性能に難があるとされ、実用性を重んじる平民出身指揮官の乗艦として使用されるケースが多い。		
constmsg.dat	2569	untranslated	294	帝国暦486年から建造開始されたGIS16“ベイオウルフ”級艦隊旗艦。従来の設計手法とGIS13型艦隊旗艦およびGIS14型艦隊旗艦の運用によって成功と評価された新形式の艦体レイアウトを融合させたものである。また、本艦型は大型の航路算定コンピューターを搭載しており、帝国軍艦艇中において最速の通常航行能力を誇る。		
constmsg.dat	2570	untranslated	252	帝国暦486年から建造開始されたGIS17“トリスタン”級艦隊旗艦。GIS16型艦隊旗艦の準同型艦。艦首中性子ビーム砲を隠顕式砲塔として射界を拡大し、左右の機関ナセルに装備されたレールキャノンを強化した。指揮・通信設備は、GIS13型艦隊旗艦と同等のものを搭載している。		
constmsg.dat	2571	untranslated	264	帝国暦486年から建造開始されたGIS18“フォルセティ”級艦隊旗艦。準18型と呼ばれる一連の量産型艦隊旗艦の嚆矢となった。艦首に中性子ビーム砲とレールキャノンを配置したレイアウトはSS75型標準戦艦のそれを踏襲した保守的なものであるが、艦尾の機関部分は流線型に整形されている。		
constmsg.dat	2572	untranslated	218	帝国暦486年から建造開始されたGIS19“フレイ”級艦隊旗艦。準18型と総称される量産型艦隊旗艦のバリエーションである。艦首の中性子ビーム砲およびレールキャノンを減じ、レーザー水爆ミサイル発射システムを艦体下部に増設している。		
constmsg.dat	2573	untranslated	252	帝国暦486年から建造開始されたGIS20“サラマンドル”級艦隊旗艦。準18型と総称される量産型艦隊旗艦のバリエーションである。各部を再設計して量産効率を高めている。また、大気圏突入時の予防的処置として、艦体下部の耐熱装甲を強化し、大型の着地ギアを装備している。		
constmsg.dat	2574	untranslated	324	帝国暦486年から建造開始されたGIS21“ケーニヒス・ティーゲル”級艦隊旗艦。PK86型標準高速戦艦を拡大した基本設計であり、帝国の艦隊旗艦としては小型に分類される。高出力の核融合炉を搭載しており、動力供給の柔軟性が高く、高速航行が可能である。しかし、機関部の装甲が弱体というPK86型標準高速戦艦の設計上の欠点もそのまま引き継いでいる。		
constmsg.dat	2575	untranslated	272	帝国暦487年から建造開始されたGIS22“アースグリム”級艦隊旗艦。強力な光子砲を装備する同盟軍の艦隊旗艦に対抗すべく、艦体前部を誘導路とした大型の長射程単装ビーム砲を搭載したもの。艦体に対する悪影響を排除するため、この単装ビーム砲発射時は艦首の一部が可動する構造となっている。		
constmsg.dat	2576	untranslated	283	帝国暦487年から建造開始されたGIS23“ハンザシュタット”級艦隊旗艦。GIS17級艦隊旗艦を量産に適する構造に改めたものであり、隠顕式砲塔の艦首中性子ビーム砲とレールキャノンを装備した側面ナセルを有する。艦体は強固な複合装甲で覆われており、特に前方よりの攻撃に対する防御力が高いとされている。		
constmsg.dat	2577	untranslated	270	帝国暦487年から建造開始されたGIS24“フォンケル”級艦隊旗艦。GIS22級艦隊旗艦をさらに拡大したものであるが、GIS22級を特徴付けた長射程単装ビーム砲は装備していない。艦首部に12門の中性子ビーム砲を装備しており、帝国軍の艦隊旗艦としてはビーム砲戦能力を重視した設計となっている。		
constmsg.dat	2578	untranslated	268	帝国暦488年から建造開始されたGIS26“ヴィーザル”級艦隊旗艦。比較的流線型に整形された艦体に通常推進機関を左右上下対称的に配置したもので、ユーバーシュナイデント・レイアウトと総称される。新形式の索敵装備と指揮通信設備を有し、長距離でのミサイル射撃戦を重視した設計である。		
constmsg.dat	2579	untranslated	280	帝国暦488年から建造開始されたGIS27“ガルガ・ファルムル”級艦隊旗艦。帝国軍最大の艦隊旗艦である。流線型に整形された艦体にユーバーシュナイデント・レイアウトの通常推進機関を配置している。多数のミサイル垂直発射システムが主兵装であり、中距離以下での交戦は事実上運用想定外となっている。		
constmsg.dat	2580	untranslated	301	帝国暦488年から建造開始されたGIS28“ヨーツンハイム”級艦隊旗艦。従来方式の艦体にユーバーシュナイデント・レイアウトの通常推進機関を組み合わせた配置をとる。GIS27級艦隊旗艦に近い構造を持つ大型艦であるが、中距離以下での戦闘を想定して中性子ビーム砲およびレールキャノンを集中装備している部分が大きく異なる。		
constmsg.dat	2581	untranslated	301	帝国暦488年から建造開始されたGIS28“ヨーツンハイム”級艦隊旗艦。従来方式の艦体にユーバーシュナイデント・レイアウトの通常推進機関を組み合わせた配置をとる。GIS27級艦隊旗艦に近い構造を持つ大型艦であるが、中距離以下での戦闘を想定して中性子ビーム砲およびレールキャノンを集中装備している部分が大きく異なる。		
constmsg.dat	2582	untranslated	248	帝国暦489年から建造開始されたGIS30“ラーン”級艦隊旗艦。GIS29級艦隊旗艦の準同型艦であるが、艦首中性子ビーム砲を固定式に改め、その火力を増加させている。GIS29級艦隊旗艦と同様に旋回式レールキャノン発射システムを有しており、近距離での戦闘に力点を置く。		
constmsg.dat	2583	untranslated	370	帝国暦490年から建造開始されたLIS1“パーツィバル”級艦隊旗艦。ローエングラム朝成立後、最初に“帝国中央技術工廠”において完成した艦隊旗艦であり、建造中は“皇帝旗艦”級と仮称されていた。避弾形姿に優れた流線型の艦体や完全に隠顕式の兵装等、GIS13級艦隊旗艦の技術的特徴を受け継ぐ。さらに、帝国軍艦隊旗艦としては初めて艦橋内部に作戦室を設け、大規模な艦隊の指揮を容易にしている。		
constmsg.dat	2584	untranslated	291	帝国暦490年から建造開始されたLIS2“キュクレイン”級艦隊旗艦。新形式の量産型艦隊旗艦で、ローエングラム朝成立直後に急激に増加した将官の乗艦として多く使用される。艦体のレイアウトはエンジンナセルを左右に配置したオーソドックスなものであるが、旋回式レールキャノン発射システム等の新型装備も有する。		
constmsg.dat	2585	untranslated	261	帝国暦490年から建造開始されたLIS3“バレンダウン”級艦隊旗艦。LIS2級艦隊旗艦と同様の目的で多数建造された新形式の量産型艦隊旗艦である。艦体のレイアウトはSS75型標準戦艦のそれを彷彿とさせる旧態然としたものであるが、すべての装備は最新形式のものに置き換えられている。		
constmsg.dat	2586	untranslated	188	帝国暦491年から建造開始されたLIS4“ライヒシュタット”級艦隊旗艦。GIS29級艦隊旗艦を簡易構造とした量産型艦隊旗艦である。高速航行に適した高出力の通常推進旗艦を備えており、高い機動性を有する。		
constmsg.dat	2587	untranslated	186	艦隊旗艦クラスの大型艦を防御するための盾艦。大貴族が私費で設計・建造したもので、統一した形式名称は存在しない。帝国軍の正規編成には含まれていないため、大貴族の私兵によって運用されている。		
constmsg.dat	2588	untranslated	188	標準戦艦クラス以下の艦艇を防御するための盾艦。大貴族が私費で設計・建造したもので、統一した形式名称は存在しない。帝国軍の正規編成には含まれていないため、大貴族の私兵によって運用されている。		
constmsg.dat	2589	untranslated	108	銀河帝国で使用される典型的な商船。重要人物を乗せる船は宇宙海賊に対抗するため武装を施されているケースが多い。		
constmsg.dat	2590	untranslated	268	SS75型標準戦艦。強力な中性子ビーム砲とレーザー水爆ミサイル発射システムを主兵装とする宇宙艦隊の主力艦。艦隊戦・空戦・地上攻撃に対応可能な万能艦として、これ以降に設計された艦艇のデザインに大きな影響を与えた。現在ではやや旧式となった設計だが、艦体の堅牢性には定評がある。		
constmsg.dat	2591	untranslated	273	SS75a型戦艦。SS75型標準戦艦の中性子ビーム砲をフェザーン経由で入手した同盟軍仕様の光子砲に換装したもの。大型ビーム加速器の設置容積を確保する目的でレールガンを除去している。ビーム砲戦能力が飛躍的に向上しているが、光子砲の部品入手難のため、帝国内における建造費は高騰している。		
constmsg.dat	2592	untranslated	165	SS75b型戦艦。SS75型標準戦艦よりミサイル発射システムを除去し、近接戦闘用のレールキャノンを増設したもの。極至近距離での混戦においてその真価を発揮すると評価されている。		
constmsg.dat	2593	untranslated	207	SS75c型戦艦。SS75型標準戦艦のレールガンを除去し、ミサイル発射システムを増設したもの。遠距離でのミサイル戦に特化している。ただし、ミサイルの搭載数はSS75型標準戦艦と同一であり、結果的に継戦能力が低下している。		
constmsg.dat	2594	untranslated	139	SS75d型戦艦。SS75型標準戦艦の一部装甲を除去し、高速航行可能としたもの。PK86型標準高速戦艦が就役するまでは機動遊撃兵力の中核を構成していた。		
constmsg.dat	2595	untranslated	179	SS75e型戦艦。SS75型標準戦艦に複合装甲を増設し、防御力を増加させたもの。複合装甲を本来の装甲の内側に設置したため物資搭載容積が減少し、さらに重量増加に伴って航行性能が若干低下した。		
constmsg.dat	2596	untranslated	192	SS75f型戦艦。同盟軍の796年型標準戦闘艇母艦に対抗すべく、SS75型標準戦艦の物資搭載スペースに格納庫を増設し、戦闘艇“ワルキューレ”搭載数を増加させたもの。前線部隊では“航空戦艦”と称されている。		
constmsg.dat	2597	untranslated	106	SS75g型戦艦。SS75型標準戦艦の各部署を徹底して自動化したもので、約20%の乗組員を削減することに成功している。		
constmsg.dat	2598	untranslated	362	PK86型標準高速戦艦。戦艦の打撃力と巡航艦に匹敵する高速航行能力を有する主力艦である。艦首主砲を中性子ビーム砲とし、その余剰容積を高出力機関に振り分けたもの。機動遊撃兵力または前進部隊の中核として、各艦隊に一定数ずつ配備されている。運用側からは好意的に受け入れられているが、巨大な機関部は重量軽減のため一部非装甲となっており、直接的防御性能に難点が指摘されている。		
constmsg.dat	2599	untranslated	231	PK86a型高速戦艦。PK86型標準高速戦艦の艦首主砲を長射程の中性子ビーム砲に換装したもの。艦首主砲の門数は半減しており、試作艦はこれをフェアリングで整形していたが、量産艦ではこれが省略されたため、外見からは区別できないようになっている。		
constmsg.dat	2600	untranslated	219	PK86b型高速戦艦。PK86型標準高速戦艦にミサイル発射システムを増設したもの。遠距離でのミサイル戦に特化しており、戦闘艇格納を廃して、ミサイルの搭載量を増加させている。“気まま狩り”と呼ばれる少数艦での遊撃作戦で主用される。		
constmsg.dat	2601	untranslated	167	PK86c型高速戦艦。PK86型標準高速戦艦の一部装甲を除去し、さらなる高速航行を可能としたもの。設計変更によって艦体の重量バランスが劇変したため、旋回性能が犠牲となっている。		
constmsg.dat	2602	untranslated	229	PK86d型高速戦艦。PK86型標準高速戦艦の艦首部に複合装甲を増設し、防御力を増加させたもの。防御力の増強は艦首部のみであり、脆弱といわれる機関部の防御はPK86型標準高速戦艦と同等である。また、重量増加に伴って航行性能が若干低下している。		
